Server_ID,Hostname,OS_Type,Server_Location,Server_Status,Avg_CPU_Utilization,Avg_Memory_Usage,Avg_Disk_IO,Avg_Network_In,Avg_Network_Out,Avg_Total_Network_Traffic,Avg_Uptime_Hours,Avg_Downtime_Hours,CPU_Alert_Count,Memory_Alert_Count,Disk_Alert_Count,Downtime_Event_Count
af2df79f-8fce-4aa1-add7-1cba89e1052b,srv-database01,Windows Server 2019,"Sydney, Australia",Healthy,45.4,24.63,47.48,14.23,58.12,72.35,18.74,5.26,0,0,0,1
b07f4016-f4ba-4ab7-9a46-b61d34e7c4fd,srv-app03,Red Hat Enterprise Linux,"Berlin, Germany",Warning,32.23,35.58,84.78,107.46,136.27,243.73000000000002,21.13,2.87,0,0,0,1
b1ab8a73-a0ed-464f-9434-b9b61b078bc1,srv-analytics01,Ubuntu 20.04,"Berlin, Germany",Warning,77.94,78.72,82.27,93.26,79.81,173.07,18.12,5.88,0,0,0,1
b1b867d4-9b1f-492f-88f2-2c9877372180,srv-analytics03,Windows Server 2022,"London, UK",Critical,85.44,26.89,29.98,109.9,81.57,191.47,19.97,4.03,1,0,0,1
b2607e67-2bd4-4a90-a786-212775f24f61,srv-analytics02,Ubuntu 20.04,"New York, USA",Critical,86.03,27.24,90.44,112.72,90.19,202.91,21.86,2.14,1,0,1,1
b578baae-6caf-47e6-a1f4-a0eebe17c77f,srv-database03,Ubuntu 20.04,"Tokyo, Japan",Critical,57.14,38.93,98.83,55.02,123.39,178.41,20.71,3.29,0,0,1,1
b5f28214-c0f2-4212-941a-a6df4c1206b8,srv-analytics02,Ubuntu 20.04,"London, UK",Warning,77.29,25.84,30.93,21.1,126.29,147.39000000000001,22.65,1.35,0,0,0,1
b6168a70-520f-49bd-9fe1-fd673f7d8b14,srv-database01,CentOS 8,"Berlin, Germany",Critical,94.59,81.31,83.31,111.1,84.15,195.25,22.21,1.79,1,0,0,1
bac624f3-4927-44ec-b8ff-bf1d6a9f85ad,srv-cache01,CentOS 8,"Sydney, Australia",Healthy,14.66,52.16,67.44,21.43,41.45,62.88,22.82,1.18,0,0,0,1
bbebda33-f016-4746-96bd-cbd3c5d12474,srv-web02,Windows Server 2019,"London, UK",Critical,96.17,87.71,54.77,127.19,58.43,185.62,20.49,3.51,1,0,0,1
bda2d2fc-9ade-4c22-8c9d-0563a5a2c7b8,srv-database03,Ubuntu 20.04,"Berlin, Germany",Critical,52.07,76.32,99.65,98.61,93.83,192.44,21.85,2.15,0,0,1,1
c137b910-3675-4dbd-9353-3ba607e98cb0,srv-backup01,Windows Server 2019,"Sydney, Australia",Healthy,55.22,68.63,10.85,28.02,11.73,39.75,20.64,3.36,0,0,0,1
c2596d33-afee-434c-ac03-a277135eabdd,srv-api03,Windows Server 2019,"London, UK",Healthy,41.71,59.25,36.54,22.89,86.55,109.44,22.89,1.11,0,0,0,1
c2ba6509-caa4-4720-8633-cb7565e9947c,srv-app03,Ubuntu 20.04,"Sydney, Australia",Healthy,36.45,59.28,18.46,47.7,86.57,134.26999999999998,22.38,1.62,0,0,0,1
c2f91b34-1c12-4c22-889e-86d61b82830c,srv-database03,Windows Server 2022,"Tokyo, Japan",Warning,83.95,67.36,49.46,121.49,18.85,140.34,19.53,4.47,0,0,0,1
c4c04d3b-6a47-4024-986f-f8b76ffdcae8,srv-analytics01,Windows Server 2019,"New York, USA",Healthy,45.31,74.71,17.27,123.36,29.74,153.1,21.97,2.03,0,0,0,1
c4c9ea03-7b9d-483d-b434-6b8d850010ca,srv-backup02,CentOS 8,"New York, USA",Healthy,44.08,46.08,69.97,149.17,12.15,161.32,18.89,5.11,0,0,0,1
c62af951-7f42-4cc8-b459-ac44464c9656,srv-app01,CentOS 8,"London, UK",Warning,67.54,78.05,34.91,111.3,75.55,186.85,20.91,3.09,0,0,0,1
c717b341-11e6-4ab7-b0f6-75fe8f9e51d4,srv-app02,Windows Server 2022,"London, UK",Critical,81.79,94.95,60.7,45.57,47.14,92.71000000000001,22.95,1.05,0,1,0,1
cb5c8985-02c4-4f93-a8ef-5fe1215dbb78,srv-database03,CentOS 8,"London, UK",Healthy,64.97,42.13,69.63,141.1,16.34,157.44,22.09,1.91,0,0,0,1
cbc4a707-4692-4a12-87e9-d79ca6c71bfa,srv-web01,Windows Server 2022,"Berlin, Germany",Critical,57.89,93.66,64.08,78.82,149.25,228.07,21.51,2.49,0,1,0,1
cced9fc9-6fce-4e78-a5f1-3b154254cffd,srv-web01,Windows Server 2022,"Sydney, Australia",Warning,27.79,76.65,72.04,51.93,70.4,122.33000000000001,21.43,2.57,0,0,0,1
cd63c41b-1e76-41ab-abdf-4d8532288d1f,srv-web02,Ubuntu 20.04,"London, UK",Warning,43.0,34.47,73.66,24.16,142.89,167.04999999999998,21.95,2.05,0,0,0,1
cfeb2838-9ddc-404f-b14a-41540918f46c,srv-backup01,Ubuntu 20.04,"Sydney, Australia",Healthy,68.66,32.15,53.1,54.31,56.62,110.93,21.49,2.51,0,0,0,1
d34faa52-807a-4e2d-ac97-b259d1aa8896,srv-analytics03,Red Hat Enterprise Linux,"Tokyo, Japan",Warning,75.8,40.61,17.16,71.09,101.87,172.96,20.91,3.09,0,0,0,1
d361bcc7-83ea-4a11-b112-d86c1205ce15,srv-cache02,Windows Server 2022,"New York, USA",Critical,15.27,91.39,76.5,90.72,133.31,224.03,19.37,4.63,0,1,0,1
d40d5d4e-e228-4915-b716-550ebfdf8fe0,srv-cache02,Red Hat Enterprise Linux,"London, UK",Healthy,29.67,21.27,57.16,103.75,126.44,230.19,21.16,2.84,0,0,0,1
d7bbd8fa-273b-4086-9a29-58362e1d0c5e,srv-analytics02,Red Hat Enterprise Linux,"Berlin, Germany",Critical,95.05,37.24,34.24,105.1,90.4,195.5,22.85,1.15,1,0,0,1
d7daf6c4-22a9-4a4a-bee8-215ba349412c,srv-analytics01,Red Hat Enterprise Linux,"New York, USA",Critical,88.29,24.14,26.13,54.32,121.68,176.0,18.57,5.43,1,0,0,1
d7db56e6-7774-469d-8f7c-c3abe49869bc,srv-database02,Ubuntu 20.04,"Tokyo, Japan",Critical,95.86,84.95,88.47,10.45,143.23,153.67999999999998,18.61,5.39,1,0,1,1
d8f0cf61-f31e-4286-9f25-2ce96916a72a,srv-analytics02,Red Hat Enterprise Linux,"Sydney, Australia",Warning,55.66,76.23,51.54,126.03,87.42,213.45,18.67,5.33,0,0,0,1
da4e5cb3-aa02-442e-b10f-df5dceeade29,srv-cache03,Red Hat Enterprise Linux,"New York, USA",Healthy,29.93,58.53,61.66,24.07,121.94,146.01,21.42,2.58,0,0,0,1
dbe127fa-83b3-46ce-823d-0a2cdeab02c2,srv-analytics02,Ubuntu 20.04,"London, UK",Critical,88.46,72.3,26.69,126.83,43.41,170.24,21.98,2.02,1,0,0,1
dc2517f7-e18e-4fcf-9388-46c529641862,srv-analytics02,Ubuntu 20.04,"Berlin, Germany",Warning,79.8,34.54,26.08,143.56,146.44,290.0,22.9,1.1,0,0,0,1
e23d12bf-d466-4dad-a9e8-1160501a3774,srv-cache03,Ubuntu 20.04,"Tokyo, Japan",Critical,99.11,38.0,45.17,121.76,140.89,262.65,22.2,1.8,1,0,0,1
e30f9fc0-033b-4340-8f7b-01026f93bc40,srv-analytics01,CentOS 8,"Tokyo, Japan",Healthy,69.25,23.94,15.84,102.26,43.46,145.72,22.24,1.76,0,0,0,1
e337f92b-bf7d-49b9-98a4-c11b2399116b,srv-analytics03,Windows Server 2019,"London, UK",Warning,63.86,82.91,23.01,16.73,128.57,145.29999999999998,19.79,4.21,0,0,0,1
e541f2f7-515f-4a8f-b177-c5e90ee9414c,srv-cache03,Red Hat Enterprise Linux,"London, UK",Critical,69.55,93.26,35.63,62.77,93.11,155.88,22.74,1.26,0,1,0,1
e7646a1f-fa98-4870-a79c-23b4b9d19b2e,srv-backup01,Windows Server 2022,"Sydney, Australia",Healthy,16.25,34.69,25.98,18.77,80.33,99.1,21.78,2.22,0,0,0,1
e819bc67-e07e-4a6b-8c8c-fb47d8051cf4,srv-backup03,Windows Server 2022,"New York, USA",Healthy,24.44,49.87,66.71,136.72,139.29,276.01,21.99,2.01,0,0,0,1
e8379f03-584c-4924-86e8-2940f2047f48,srv-backup02,Red Hat Enterprise Linux,"London, UK",Warning,67.72,84.56,54.7,101.99,133.62,235.61,22.26,1.74,0,0,0,1
e850ad2e-89fe-4437-a9e4-a083a1aff8ac,srv-analytics01,Windows Server 2019,"Berlin, Germany",Critical,74.75,95.98,62.51,119.84,77.28,197.12,21.61,2.39,0,1,0,1
e9a42e27-09a6-4d02-b135-6b8f33fd6f90,srv-cache01,Ubuntu 20.04,"New York, USA",Critical,66.75,87.9,94.88,105.59,50.61,156.2,20.02,3.98,0,0,1,1
e9ad7958-83df-47d8-b536-94bf53df2d92,srv-cache02,CentOS 8,"New York, USA",Critical,23.91,91.49,31.45,121.68,84.93,206.61,19.66,4.34,0,1,0,1
e9c0a339-658d-4887-bdfc-1b6086ce1807,srv-database01,Red Hat Enterprise Linux,"Sydney, Australia",Healthy,64.16,65.34,38.51,57.87,104.9,162.77,21.35,2.65,0,0,0,1
eb85d2ce-5510-423a-bd37-662716ad1164,srv-app03,CentOS 8,"Sydney, Australia",Warning,22.24,69.49,76.32,15.27,34.74,50.010000000000005,21.29,2.71,0,0,0,1
ec162a69-23ba-499c-be6c-756885b7bd9e,srv-analytics01,Windows Server 2019,"Tokyo, Japan",Critical,98.81,61.65,61.26,85.21,20.52,105.72999999999999,22.22,1.78,1,0,0,1
ed4746e9-fd4e-49b8-b3ae-067cab9c1c43,srv-database02,CentOS 8,"New York, USA",Critical,59.34,54.8,89.17,57.42,59.71,117.13,21.8,2.2,0,0,1,1
ed8a0d8e-4ac0-402e-b843-7d75c42290e5,srv-app01,Windows Server 2022,"London, UK",Critical,71.17,87.33,89.55,79.05,114.25,193.3,18.58,5.42,0,0,1,1
ef567390-224e-46de-b73e-94bf73b423f4,srv-app03,CentOS 8,"Berlin, Germany",Healthy,41.75,61.17,56.39,94.93,118.58,213.51,18.8,5.2,0,0,0,1
f0dc3a9a-113e-4f4a-a272-3338a300ab00,srv-app03,Ubuntu 20.04,"New York, USA",Warning,48.93,68.43,82.21,125.12,73.54,198.66000000000003,21.94,2.06,0,0,0,1
f2d8c00d-81e8-4000-9cf0-ea6f7e36c1ed,srv-api03,Windows Server 2022,"Tokyo, Japan",Warning,35.69,89.34,81.83,63.08,19.06,82.14,19.6,4.4,0,0,0,1
f30b02be-e33b-402f-9955-0ab9ec2da98b,srv-app03,Windows Server 2019,"New York, USA",Warning,34.77,75.52,81.73,113.09,23.24,136.33,22.24,1.76,0,0,0,1
f4a5f217-7c24-4f08-be11-0c179ef403e9,srv-web03,Ubuntu 20.04,"London, UK",Critical,82.37,92.71,72.98,22.19,46.86,69.05,20.43,3.57,0,1,0,1
f73edcd1-c6ba-42c0-b7ba-b30f32c49818,srv-backup02,Ubuntu 20.04,"Berlin, Germany",Healthy,38.57,39.81,33.87,83.65,39.21,122.86000000000001,18.19,5.81,0,0,0,1
f76ce17a-4713-47dd-a9bb-3eb20caa74d7,srv-app03,Red Hat Enterprise Linux,"Tokyo, Japan",Critical,55.06,98.0,67.77,108.48,87.9,196.38,19.85,4.15,0,1,0,1
f9aa7de8-8fec-4850-bb5c-590d1fd3b179,srv-database01,Windows Server 2022,"New York, USA",Critical,95.33,81.06,42.16,92.46,63.8,156.26,21.2,2.8,1,0,0,1
fb3aacfd-d7a3-41cf-8c01-37f7ce192e8c,srv-database03,Red Hat Enterprise Linux,"New York, USA",Critical,96.67,31.74,34.75,68.77,66.79,135.56,18.39,5.61,1,0,0,1
fc139a27-9e59-479b-b13e-61a6e991e656,srv-app02,CentOS 8,"New York, USA",Healthy,49.86,66.94,58.26,16.53,98.81,115.34,22.59,1.41,0,0,0,1
fdc77db4-cab0-484a-90ed-988aa059d0f8,srv-backup03,Windows Server 2019,"New York, USA",Healthy,65.54,49.61,18.96,17.75,117.58,135.32999999999998,18.96,5.04,0,0,0,1
ff07794c-ee78-45fc-87e2-a3f76748b8fb,srv-analytics03,Windows Server 2022,"Berlin, Germany",Healthy,26.33,72.94,10.6,136.44,84.35,220.79,18.41,5.59,0,0,0,1
